user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
all_samples_bin.108.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	GCF_004346095.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	98.35	0.9	GCF_004346095.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	98.35	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546325.1, s__Faecalimonas sp900546325, 95.0, 87.71, 0.76; GCA_902381685.1, s__Faecalimonas sp000209385, 95.0, 78.35, 0.16; GCA_900550235.1, s__Faecalimonas sp900550235, 95.0, 78.2, 0.16; GCF_900104635.1, s__Faecalimonas phoceensis, 95.0, 78.18, 0.19; GCA_900551895.1, s__Faecalimonas sp900551895, 95.0, 77.89, 0.16; GCA_017472665.1, s__Faecalimonas sp017472665, 95.0, 77.85, 0.09; GCA_017410145.1, s__Faecalimonas sp017410145, 95.0, 77.55, 0.07; GCA_905197485.1, s__Faecalimonas sp900555395, 95.0, 77.5, 0.16; GCA_017465565.1, s__Faecalimonas sp017465565, 95.0, 77.45, 0.11; GCA_900316755.1, s__Faecalimonas sp900316755, 95.0, 77.24, 0.1; GCA_017416155.1, s__Faecalimonas sp017416155, 95.0, 77.0, 0.11; GCA_900556835.1, s__Faecalimonas sp900556835, 95.0, 76.44, 0.13	71.29	11	N/A	N/A
all_samples_bin.109.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter chlorophenolicus_A	GCF_000962805.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter chlorophenolicus_A	98.25	0.97	GCF_000962805.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter chlorophenolicus_A	98.25	0.97	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000022025.1, s__Pseudarthrobacter chlorophenolicus, 95.0, 93.04, 0.97; GCF_900105535.1, s__Pseudarthrobacter equi, 95.0, 92.25, 0.97; GCF_001423525.1, s__Pseudarthrobacter sp001423525, 95.0, 91.86, 0.96; GCF_001457025.1, s__Pseudarthrobacter enclensis, 95.0, 85.07, 0.9; GCF_000332815.1, s__Pseudarthrobacter nitrophenolicus, 95.0, 82.65, 0.74; GCF_900168295.1, s__Pseudarthrobacter sp900168295, 95.0, 82.59, 0.76; GCF_902506025.1, s__Pseudarthrobacter sp902506025, 95.0, 82.36, 0.76; GCF_001428075.1, s__Pseudarthrobacter sp001428075, 95.0, 82.24, 0.74; GCF_013359725.1, s__Pseudarthrobacter sp013359725, 95.0, 82.22, 0.75; GCF_000813845.1, s__Pseudarthrobacter phenanthrenivorans_B, 95.0, 82.17, 0.74; GCF_000374905.1, s__Pseudarthrobacter sp000374905, 95.0, 82.17, 0.75; GCF_006715285.1, s__Pseudarthrobacter sp006715285, 95.0, 82.16, 0.74; GCF_018613675.1, s__Pseudarthrobacter sp018613675, 95.0, 82.12, 0.63; GCF_006517815.1, s__Pseudarthrobacter sp006517815, 95.0, 82.11, 0.74; GCF_005796205.1, s__Pseudarthrobacter sp005796205, 95.0, 82.05, 0.72; GCF_006715225.1, s__Pseudarthrobacter sp006715225, 95.0, 82.0, 0.74; GCF_006715165.1, s__Pseudarthrobacter sp006715165, 95.0, 81.97, 0.76; GCF_006715295.1, s__Pseudarthrobacter sp006715295, 95.0, 81.97, 0.66; GCF_000374865.1, s__Pseudarthrobacter sp000374865, 95.0, 81.92, 0.75; GCF_014639275.1, s__Pseudarthrobacter liuii, 95.0, 81.91, 0.7; GCF_003208335.1, s__Pseudarthrobacter sp003208335, 95.0, 81.91, 0.73; GCF_013314975.1, s__Pseudarthrobacter oxydans, 95.0, 81.9, 0.75; GCF_902506095.1, s__Pseudarthrobacter sp902506095, 95.0, 81.9, 0.75; GCF_009741265.1, s__Pseudarthrobacter sp009741265, 95.0, 81.86, 0.74; GCF_900110595.1, s__Pseudarthrobacter sp900110595, 95.0, 81.85, 0.75; GCF_001046895.1, s__Pseudarthrobacter siccitolerans, 95.0, 81.85, 0.75; GCF_014644495.1, s__Pseudarthrobacter polychromogenes, 95.0, 81.84, 0.73; GCF_001641125.1, s__Pseudarthrobacter sp001641125, 95.0, 81.63, 0.73; GCF_006715305.1, s__Pseudarthrobacter sp006715305, 95.0, 81.6, 0.73; GCF_006151685.1, s__Pseudarthrobacter sp006151685, 95.0, 81.59, 0.71; GCF_005796185.1, s__Pseudarthrobacter sp005796185, 95.0, 81.59, 0.66; GCF_900537115.1, s__Pseudarthrobacter sp900537115, 95.0, 81.58, 0.71; GCF_000189535.1, s__Pseudarthrobacter phenanthrenivorans, 95.0, 81.58, 0.7; GCF_002953935.1, s__Pseudarthrobacter sp002953935, 95.0, 81.58, 0.72; GCF_005796225.1, s__Pseudarthrobacter sp005796225, 95.0, 81.47, 0.67; GCA_013362385.1, s__Pseudarthrobacter sp013362385, 95.0, 81.36, 0.46; GCF_002929215.1, s__Pseudarthrobacter sp002929215, 95.0, 81.33, 0.68; GCF_001424565.1, s__Pseudarthrobacter sp001424565, 95.0, 81.3, 0.74; GCF_002892835.1, s__Pseudarthrobacter sp002892835, 95.0, 81.22, 0.69; GCF_004320525.1, s__Pseudarthrobacter sp004320525, 95.0, 80.97, 0.7; GCF_009911795.1, s__Pseudarthrobacter psychrotolerans, 95.0, 80.74, 0.65; GCF_014712225.1, s__Pseudarthrobacter sulfonivorans, 95.0, 80.72, 0.65; GCF_006517235.1, s__Pseudarthrobacter sp002929755, 95.0, 80.69, 0.63; GCF_001484605.1, s__Pseudarthrobacter sulfonivorans_A, 95.0, 80.66, 0.64; GCF_001663775.1, s__Pseudarthrobacter sp001663775, 95.0, 80.65, 0.62; GCF_014764445.1, s__Pseudarthrobacter luteus_A, 95.0, 80.59, 0.65; GCA_002370555.1, s__Pseudarthrobacter sp002370555, 95.0, 80.54, 0.6; GCF_003061105.1, s__Pseudarthrobacter sp003061105, 95.0, 80.51, 0.54; GCF_014217545.1, s__Pseudarthrobacter sp014217545, 95.0, 80.37, 0.62; GCF_001428335.1, s__Pseudarthrobacter sp001428335, 95.0, 80.37, 0.67; GCF_003287955.1, s__Pseudarthrobacter sp003287955, 95.0, 80.14, 0.62; GCF_018613805.1, s__Pseudarthrobacter sp018613805, 95.0, 80.13, 0.58; GCA_002427975.1, s__Pseudarthrobacter sp002427975, 95.0, 80.11, 0.56; GCF_900609065.1, s__Pseudarthrobacter ulcerisalmonis, 95.0, 79.91, 0.52	50.32	11	N/A	N/A
all_samples_bin.11.fa	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_008245045.1, s__Campylobacter_D volucris, 95.0, 92.14, 0.92; GCF_008011665.1, s__Campylobacter_D volucris_A, 95.0, 91.29, 0.93; GCF_013372105.1, s__Campylobacter_D armoricus, 95.0, 84.04, 0.82; GCF_013372185.1, s__Campylobacter_D lari, 95.0, 83.71, 0.83; GCF_004357905.1, s__Campylobacter_D lari_D, 95.0, 83.44, 0.81; GCF_008245025.1, s__Campylobacter_D concheus, 95.0, 83.4, 0.83; GCF_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 83.27, 0.83; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 83.26, 0.84; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 83.23, 0.85; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 83.04, 0.85; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 82.95, 0.88; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 82.95, 0.84; GCF_013201605.1, s__Campylobacter_D ornithocola, 95.0, 82.88, 0.83; GCF_014931215.1, s__Campylobacter_D sp003627915, 95.0, 82.06, 0.8; GCF_001457695.1, s__Campylobacter_D jejuni, 95.0, 78.75, 0.49; GCF_000254135.1, s__Campylobacter_D coli, 95.0, 78.75, 0.44; GCA_000163995.1, s__Campylobacter_D jejuni_A, 95.0, 78.71, 0.48; GCF_016598935.1, s__Campylobacter_D sp016598935, 95.0, 78.66, 0.43; GCA_014305285.1, s__Campylobacter_D jejuni_D, 95.0, 78.64, 0.45; GCF_004378855.1, s__Campylobacter_D sp004378855, 95.0, 78.61, 0.48; GCF_004323845.1, s__Campylobacter_D novaezeelandiae, 95.0, 78.54, 0.46; GCF_002179165.1, s__Campylobacter_D jejuni_B, 95.0, 78.53, 0.48; GCF_016599045.1, s__Campylobacter_D sp016599045, 95.0, 78.48, 0.47; GCF_005406215.1, s__Campylobacter_D aviculae, 95.0, 78.43, 0.43; GCF_000470055.1, s__Campylobacter_D coli_A, 95.0, 78.41, 0.43; GCF_001492295.1, s__Campylobacter_D coli_B, 95.0, 78.37, 0.46; GCF_001687475.2, s__Campylobacter_D hepaticus, 95.0, 78.34, 0.45; GCF_005406205.1, s__Campylobacter_D estrildidarum, 95.0, 78.25, 0.46; GCF_005406225.1, s__Campylobacter_D taeniopygiae, 95.0, 78.2, 0.45; GCF_009362725.1, s__Campylobacter_D hepaticus_A, 95.0, 77.94, 0.37; GCF_002104335.1, s__Campylobacter_D cuniculorum, 95.0, 77.62, 0.31; GCF_006864535.1, s__Campylobacter_D sp006864535, 95.0, 77.6, 0.28; GCF_006864455.1, s__Campylobacter_D sp006864455, 95.0, 77.57, 0.28; GCF_006864365.1, s__Campylobacter_D sp006864365, 95.0, 77.52, 0.29; GCF_900637395.1, s__Campylobacter_D upsaliensis, 95.0, 77.31, 0.29; GCF_002738305.1, s__Campylobacter_D vulpis, 95.0, 77.29, 0.29; GCF_008633915.1, s__Campylobacter_D sp008633915, 95.0, 77.27, 0.33; GCF_002080395.1, s__Campylobacter_D helveticus, 95.0, 77.25, 0.28; GCF_002238335.1, s__Campylobacter_D avium, 95.0, 77.23, 0.19; GCF_006864425.1, s__Campylobacter_D troglodytis, 95.0, 76.57, 0.11; GCA_900539255.1, s__Campylobacter_D sp900539255, 95.0, 76.45, 0.05; GCA_900772495.1, s__Campylobacter_D sp900772495, 95.0, 75.63, 0.06	91.24	11	0.9883306445705027	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.110.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H haemolyticum	GCF_003614235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H haemolyticum	98.74	0.98	GCF_003614235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H haemolyticum	98.74	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_017100085.1, s__Clostridium_H botulinum_A, 95.0162, 92.14, 0.93; GCF_000204565.1, s__Clostridium_H botulinum_B, 95.0162, 91.7, 0.93; GCF_000014125.1, s__Clostridium_H novyi, 95.0, 82.65, 0.76; GCF_900176615.1, s__Clostridium_H massiliodielmoense, 95.0, 82.64, 0.78; GCA_009738435.1, s__Clostridium_H bovifaecis, 95.0, 78.54, 0.38; GCF_002995795.1, s__Clostridium_H thermopalmarium, 95.0, 78.4, 0.39; GCF_001263795.1, s__Clostridium_H homopropionicum, 95.0, 77.39, 0.32	76.05	11	N/A	N/A
all_samples_bin.111.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017405845.1, s__RUG099 sp017405845, 95.0, 80.77, 0.43; GCA_902795265.1, s__RUG099 sp902795265, 95.0, 80.42, 0.4; GCA_017505405.1, s__RUG099 sp017505405, 95.0, 80.36, 0.4; GCA_902775345.1, s__RUG099 sp902775345, 95.0, 80.23, 0.43; GCA_017431685.1, s__RUG099 sp017431685, 95.0, 80.2, 0.41; GCA_902776285.1, s__RUG099 sp902776285, 95.0, 80.15, 0.37; GCA_902778585.1, s__RUG099 sp902778585, 95.0, 80.09, 0.4; GCA_900320285.1, s__RUG099 sp900320285, 95.0, 79.95, 0.38; GCA_017510725.1, s__RUG099 sp017510725, 95.0, 79.94, 0.36; GCA_015058065.1, s__RUG099 sp015058065, 95.0, 79.92, 0.39; GCA_017432075.1, s__RUG099 sp017432075, 95.0, 79.87, 0.41; GCA_902790885.1, s__RUG099 sp902790885, 95.0, 79.83, 0.38; GCA_017404265.1, s__RUG099 sp017404265, 95.0, 79.75, 0.4; GCA_902779185.1, s__RUG099 sp902779185, 95.0, 79.74, 0.37; GCA_017469325.1, s__RUG099 sp017469325, 95.0, 79.64, 0.55; GCA_902801255.1, s__RUG099 sp902801255, 95.0, 79.61, 0.38; GCA_902780815.1, s__RUG099 sp902780815, 95.0, 79.56, 0.36; GCA_902765035.1, s__RUG099 sp902765035, 95.0, 79.54, 0.24; GCA_900315485.1, s__RUG099 sp900315485, 95.0, 79.53, 0.26; GCA_015058275.1, s__RUG099 sp015058275, 95.0, 79.33, 0.28; GCA_017403955.1, s__RUG099 sp017403955, 95.0, 79.29, 0.2; GCA_902786855.1, s__RUG099 sp902786855, 95.0, 79.2, 0.25; GCA_017512145.1, s__RUG099 sp017512145, 95.0, 79.16, 0.27; GCA_902786355.1, s__RUG099 sp902786355, 95.0, 79.08, 0.28; GCA_902798745.1, s__RUG099 sp902798745, 95.0, 78.96, 0.21; GCA_902793875.1, s__RUG099 sp902793875, 95.0, 78.92, 0.23; GCA_900317675.1, s__RUG099 sp900317675, 95.0, 78.92, 0.23; GCA_017434025.1, s__RUG099 sp017434025, 95.0, 78.91, 0.24; GCA_017512365.1, s__RUG099 sp017512365, 95.0, 78.78, 0.27; GCA_017434685.1, s__RUG099 sp017434685, 95.0, 78.76, 0.16; GCA_902774265.1, s__RUG099 sp902774265, 95.0, 78.7, 0.22; GCA_902788245.1, s__RUG099 sp902788245, 95.0, 78.42, 0.19; GCA_902790965.1, s__RUG099 sp902790965, 95.0, 78.23, 0.25; GCA_902773835.1, s__RUG099 sp902773835, 95.0, 78.23, 0.15; GCA_015058265.1, s__RUG099 sp015058265, 95.0, 78.2, 0.17; GCA_902774195.1, s__RUG099 sp902774195, 95.0, 78.12, 0.23; GCA_018064755.1, s__RUG099 sp018064755, 95.0, 77.9, 0.11; GCA_018064665.1, s__RUG099 sp018064665, 95.0, 77.76, 0.14; GCA_017515425.1, s__RUG099 sp017515425, 95.0, 77.7, 0.11; GCA_017433945.1, s__RUG099 sp017433945, 95.0, 77.68, 0.16; GCA_902760855.1, s__RUG099 sp902760855, 95.0, 77.52, 0.18; GCA_017431175.1, s__RUG099 sp017431175, 95.0, 77.5, 0.17; GCA_018064645.1, s__RUG099 sp018064645, 95.0, 77.37, 0.06; GCA_900318105.1, s__RUG099 sp900318105, 95.0, 77.24, 0.2; GCA_012840975.1, s__RUG099 sp012840975, 95.0, 77.11, 0.05; GCA_012735145.1, s__RUG099 sp001513255, 95.0, 77.08, 0.07; GCA_012510935.1, s__RUG099 sp012510935, 95.0, 75.9, 0.03	73.01	11	0.9832292888881845	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
all_samples_bin.112.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.01	11	0.872387226530564	N/A
all_samples_bin.113.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__UBA1709;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__UBA1709;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	61.08	11	0.8566017851796389	N/A
all_samples_bin.114.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	GCA_000432335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	99.41	0.91	GCA_000432335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	99.41	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002361775.1, s__Oliverpabstia sp002361775, 95.0, 81.15, 0.57; GCA_018374355.1, s__Oliverpabstia sp018374355, 95.0, 79.15, 0.34; GCF_004123145.1, s__Oliverpabstia faecicola, 95.0, 79.0, 0.25; GCF_009696065.1, s__Oliverpabstia intestinalis, 95.0, 78.85, 0.26; GCA_004556655.1, s__Oliverpabstia sp004556655, 95.0, 78.59, 0.28; GCA_004562915.1, s__Oliverpabstia sp004562915, 95.0, 78.5, 0.26; GCA_009929525.1, s__Oliverpabstia sp009929525, 95.0, 78.1, 0.25	63.24	11	N/A	N/A
all_samples_bin.115.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	GCF_013302405.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	96.98	0.88	GCF_013302405.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	96.98	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 81.72, 0.54; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 81.22, 0.54; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 80.94, 0.53; GCA_019113745.1, s__Blautia_A intestinavium, 95.0, 78.81, 0.32; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 78.71, 0.23; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 78.68, 0.3; GCA_019120475.1, s__Blautia_A intestinipullorum, 95.0, 78.62, 0.32; GCA_019119235.1, s__Blautia_A excrementigallinarum, 95.0, 78.52, 0.35; GCA_019118645.1, s__Blautia_A excrementipullorum, 95.0, 78.48, 0.34; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 78.44, 0.29; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 78.44, 0.26; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 78.43, 0.26; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 78.42, 0.25; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 78.41, 0.29; GCA_019115125.1, s__Blautia_A faecipullorum, 95.0, 78.41, 0.39; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 78.39, 0.31; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 78.38, 0.28; GCF_000210015.1, s__Blautia_A obeum_B, 95.0, 78.37, 0.3; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 78.28, 0.25; GCF_000153905.1, s__Blautia_A obeum, 95.0, 78.27, 0.3; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 78.26, 0.25; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 78.25, 0.24; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 78.21, 0.25; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 78.19, 0.28; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 78.17, 0.2; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 78.13, 0.25; GCF_013304825.1, s__Blautia_A schinkii, 95.0, 78.08, 0.26; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 78.03, 0.26; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 78.01, 0.27; GCF_009707925.1, s__Blautia_A luti, 95.0, 78.01, 0.23; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 77.97, 0.25; GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 77.94, 0.25; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 77.91, 0.25; GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 77.9, 0.25; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 77.85, 0.27; GCA_905206915.1, s__Blautia_A sp905206915, 95.0, 77.84, 0.18; GCF_016908695.1, s__Blautia_A faecis, 95.0, 77.83, 0.23; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 77.76, 0.19; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 77.74, 0.17; GCA_000702025.1, s__Blautia_A schinkii_A, 95.0, 77.7, 0.23; GCA_019118425.1, s__Blautia_A faecavium, 95.0, 77.67, 0.21; GCF_013304385.1, s__Blautia_A sp900066505, 95.0, 77.66, 0.22; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 77.61, 0.23; GCA_019116385.1, s__Blautia_A faecigallinarum, 95.0, 77.59, 0.21; GCA_905209435.1, s__Blautia_A sp905209435, 95.0, 77.52, 0.2; GCA_017515945.1, s__Blautia_A sp017515945, 95.0, 77.06, 0.04; GCA_018064695.1, s__Blautia_A sp018064695, 95.0, 76.99, 0.11; GCF_002159835.1, s__Blautia_A avistercoris, 95.0, 76.99, 0.16; GCA_017459635.1, s__Blautia_A sp017459635, 95.0, 76.93, 0.05; GCA_019112635.1, s__Blautia_A intestinigallinarum, 95.0, 76.58, 0.1; GCA_900542045.1, s__Blautia_A gallistercoris, 95.0, 76.57, 0.14; GCA_017463155.1, s__Blautia_A sp017463155, 95.0, 76.53, 0.07; GCA_902803215.1, s__Blautia_A sp902803215, 95.0, 76.45, 0.06; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 76.37, 0.08; GCA_017475035.1, s__Blautia_A sp017475035, 95.0, 76.3, 0.05; GCA_902782975.1, s__Blautia_A sp902782975, 95.0, 76.23, 0.07; GCA_902783305.1, s__Blautia_A sp902783305, 95.0, 76.09, 0.04; GCA_017420455.1, s__Blautia_A sp017420455, 95.0, 76.02, 0.06; GCA_017515325.1, s__Blautia_A sp017515325, 95.0, 75.7, 0.05	69.22	11	N/A	N/A
all_samples_bin.116.fa	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__	ANI	classification based on placement in class-level tree	GCA_003150275.1, s__Mailhella excrementigallinarum, 95.0, 78.34, 0.0; GCA_910578585.1, s__Mailhella sp910578585, 95.0, 77.89, 0.25; GCA_910577155.1, s__Mailhella sp910577155, 95.0, 77.73, 0.24; GCA_900541395.1, s__Mailhella merdigallinarum, 95.0, 77.18, 0.0; GCA_003512875.1, s__Mailhella sp003512875, 95.0, 77.14, 0.09; GCA_017940105.1, s__Mailhella sp017940105, 95.0, 76.97, 0.0; GCA_910579055.1, s__Mailhella sp910579055, 95.0, 76.22, 0.0; GCA_019119045.1, s__Mailhella merdavium, 95.0, 75.69, 0.0; GCA_902783285.1, s__Mailhella sp902783285, 95.0, 74.76, 0.01; GCA_905192935.1, s__Mailhella sp905192935, 95.0, 74.73, 0.0; GCA_017411945.1, s__Mailhella sp017411945, 95.0, 74.69, 0.0; GCA_017408905.1, s__Mailhella sp017408905, 95.0, 74.65, 0.0; GCA_900770205.1, s__Mailhella sp900770205, 95.0, 74.57, 0.0; GCA_905187505.1, s__Mailhella sp905187505, 95.0, 74.57, 0.0; GCF_900155525.1, s__Mailhella massiliensis, 95.0, 74.52, 0.0; GCA_900553065.1, s__Mailhella sp900553065, 95.0, 74.46, 0.0	80.34	11	0.9574601850956781	N/A
all_samples_bin.117.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.89	11	0.8013241806816842	N/A
all_samples_bin.118.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.68	11	0.8933045423365956	N/A
all_samples_bin.119.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.85	11	0.9511664052887696	N/A
